Time,Event Time,State at A,State at B,Comment
s,s,State,State,

82.265824,82.265820,0,1,
82.298008,82.298010,0,0,
82.3112479,82.311250,1,0,
82.340744,82.340740,0,0,
82.773792,82.773790,0,1,
82.7963999,82.796400,1,1,
82.803472,82.803470,1,0,
82.828688,82.828690,0,0,
83.269368,83.269370,1,0,
83.2991119,83.299110,1,1,
83.3017359,83.301730,0,1,
83.3288159,83.328820,0,0,
83.760392,83.760390,1,0,
83.7897919,83.789790,0,0,
83.8018479,83.801850,0,1,
83.8345279,83.834530,0,0,
84.28148,84.281480,1,0,
84.283496,84.283490,1,1,
84.3089119,84.308910,0,1,
84.3186559,84.318660,0,0,
84.7555759,84.755580,0,1,
84.789008,84.789010,0,0,
84.7990399,84.799040,1,0,
84.8279759,84.827970,0,0,
85.26392,85.263920,0,1,
85.294128,85.294130,0,0,
85.297456,85.297450,1,0,
85.329624,85.329620,0,0,
85.766312,85.766310,1,0,
85.782032,85.782030,1,1,
85.799216,85.799220,0,1,
85.8117439,85.811740,0,0,
86.253096,86.253100,1,0,
86.2835279,86.283530,0,0,
86.2986799,86.298680,0,1,
86.3307519,86.330750,0,0,
86.7646479,86.764650,1,0,
86.779872,86.779870,1,1,
86.7927359,86.792730,0,1,
86.814728,86.814730,0,0,
87.2555759,87.255580,0,1,
87.289136,87.289140,1,1,
87.290144,87.290150,1,0,
87.317504,87.317500,0,0,
87.747928,87.747920,0,1,
87.7793679,87.779370,0,0,
87.7915199,87.791520,1,0,
87.82296,87.822960,0,0,
88.2692079,88.269210,1,0,
88.271136,88.271130,1,1,
88.300736,88.300740,1,0,
88.302824,88.302830,0,0,
88.743528,88.743530,1,0,
88.7752,88.775200,0,0,
88.7856879,88.785690,0,1,
88.817112,88.817120,0,0,
89.252848,89.252850,1,0,
89.281408,89.281410,0,0,
89.282904,89.282910,0,1,
89.317752,89.317750,0,0,
89.7501039,89.750110,0,1,
89.7733839,89.773380,1,1,
89.785376,89.785380,1,0,
89.8016959,89.801700,0,0,
90.241384,90.241390,0,1,
90.2738079,90.273810,0,0,
90.287576,90.287570,1,0,
90.318344,90.318340,0,0,
90.752912,90.752910,0,1,
90.7675759,90.767580,1,1,
90.783104,90.783100,1,0,
90.800984,90.800990,0,0,
91.2414319,91.241430,1,0,
91.274232,91.274230,0,0,
91.2777919,91.277790,0,1,
91.308576,91.308580,0,0,
91.7376159,91.737620,1,0,
91.76728,91.767280,0,0,
91.7759519,91.775960,0,1,
91.81,91.810000,0,0,
92.25408,92.254080,0,1,
92.2609839,92.260990,1,1,
92.289104,92.289100,0,1,
92.2901759,92.290180,0,0,
92.7294,92.729400,0,1,
92.7631679,92.763170,0,0,
92.776448,92.776450,1,0,
92.8065599,92.806560,0,0,
93.2423439,93.242350,0,1,
93.26964,93.269640,1,1,
93.272936,93.272930,1,0,
93.303096,93.303090,0,0,
93.7370959,93.737100,1,0,
93.761072,93.761070,1,1,
93.770664,93.770660,0,1,
93.79168,93.791680,0,0,
94.2288559,94.228860,1,0,
94.2594879,94.259490,0,0,
94.274304,94.274310,0,1,
94.3077919,94.307790,0,0,
94.743848,94.743850,1,0,
94.750552,94.750550,1,1,
94.772432,94.772430,0,1,
94.7865439,94.786540,0,0,
95.227864,95.227870,0,1,
95.26284,95.262840,0,0,
95.267472,95.267470,1,0,
95.2969119,95.296910,0,0,
95.725208,95.725200,0,1,
95.756936,95.756940,0,0,
95.764984,95.764980,1,0,
95.797704,95.797710,0,0,
96.239312,96.239310,1,0,
96.250368,96.250370,1,1,
96.273776,96.273770,0,1,
96.280712,96.280710,0,0,
96.717536,96.717540,1,0,
96.749472,96.749470,0,0,
96.76236,96.762360,0,1,
96.795064,96.795070,0,0,
97.231392,97.231390,1,0,
97.2545119,97.254510,1,1,
97.2603039,97.260310,0,1,
97.290672,97.290670,0,0,
97.7209599,97.720960,0,1,
97.752264,97.752270,1,1,
97.756856,97.756860,1,0,
97.7814399,97.781440,0,0,
98.217328,98.217330,0,1,
98.249968,98.249970,0,0,
98.262552,98.262550,1,0,
98.2946879,98.294690,0,0,
98.731888,98.731890,0,1,
98.73768,98.737680,1,1,
98.7626559,98.762660,1,0,
98.7721359,98.772130,0,0,
99.213776,99.213780,1,0,
99.246912,99.246910,0,0,
99.2555599,99.255560,0,1,
99.287544,99.287540,0,0,
99.715088,99.715090,1,0,
99.745048,99.745050,0,0,
99.748632,99.748630,0,1,
99.7840559,99.784060,0,0,
100.2241519,100.224200,0,1,
100.2401039,100.240100,1,1,
100.2610479,100.261000,1,0,
100.268976,100.269000,0,0,
100.703648,100.703700,0,1,
100.737696,100.737700,0,0,
100.7526159,100.752600,1,0,
100.784032,100.784000,0,0,
101.2207919,101.220800,0,1,
101.240528,101.240500,1,1,
101.2518159,101.251800,1,0,
101.2752079,101.275200,0,0,
101.7078159,101.707800,1,0,
101.739392,101.739400,1,1,
101.7419439,101.741900,0,1,
101.771024,101.771000,0,0,
102.20504,102.205000,1,0,
